text	channel	feedbackRating	reviewDate	positiveTopicClass	negativeTopicClass	model
Makes professional coffee Very easy to use. Makes great cup of coffee with this nice crema on top. The only drawback is there are not other compatible capsules besides the Lavazza ones.	amazon.com.au	5.0	2020-10-17	Coffee Quality, User Experience	Capsules and Compatibility	tiny
For the price of 10 coffees from the cafe it's a steal! This is a fantastic little machine, coffee tastes great, small footprint, easy to use!	amazon.com.au	5.0	2020-11-29	Coffee Quality, Design and Materials, User Experience		tiny
Top Gerät As a capsule coffee machine, simply great. With the right espresso capsules, very good espresso. Enjoyment at an affordable price.	amazon.de	5.0	2020-12-05	Price & worth, Coffee Quality		tiny
excellent product Excellent value for money and allows you to use compatible products	amazon.it	5.0	2020-12-19	Price & worth, Capsules and Compatibility		tiny
The first is excellent, while the second purchased not much. In August I bought it for my parents, it is a good product, the coffee is hot and does not vibrate at all. I would say excellent! So much so that I also bought it for my home .. :weary_face: Basically the coffee is lukewarm and vibrates a lot .. Damn, I would like to know why ?!	amazon.it	2.0	2020-12-25	Maintenance and Durability, Machine Performance	Maintenance and Durability, Machine Performance	tiny
Good product Good and cheap	amazon.it	5.0	2020-12-06	Price & worth, Coffee Quality		tiny
Yellow, blue, red, green, purple… whatever the color of your favorite shirt, Pasqui di Casa Surace has only one way to protect it: ACE Gentile, the bleach for colors that removes germs and bacteria, respects colors and smells! #HygieneEveryday Excellent	amazon.it	5.0	2020-12-23	User Experience		tiny
It works perfectly Nice product	amazon.it	5.0	2020-12-26	User Experience		tiny
Excellent Very good	amazon.it	5.0	2020-12-17	Coffee Quality		tiny
Very welcome gift This coffee maker is a very welcome gift, very easy to use and the coffee is really great. Highly recommended !!!	amazon.it	5.0	2020-12-01	Coffee Quality, Design and Materials, User Experience		tiny
Lavazza Tiny My old Lavazza A Modo Mio had stopped working and I wanted to replace with another Lavazza Machine. I was originally looking at a more expensive machine that uses the same coffee Pods but having read other reviews I decided to save my money and try the Lavazza Tiny instead. Its smaller that my previous machine and to be honest looks cheaper in my opinion but is easier to clean and takes up less room on the worktop. Its heats up quickly and the cup tray at the bottom is removable so you can use a normal mug underneath. Coffee is exactly the same so have saved my money for something else!	ao.com	4.0	2021-01-20	Maintenance and Durability, Design and Materials, User Experience	Price & worth	tiny
Quick, easy and fuss free! Quick, easy, fuss free and always a good coffee. The price paid makes it excellent value for money.	amazon.co.uk	5.0	2021-01-21	Price & worth, Coffee Quality, User Experience		tiny
You need a very shallow cup This machine is very noisy when in use but is easy to use	amazon.co.uk	4.0	2021-01-11	User Experience	Machine Performance	tiny
Nice coffee A nice, easy to use coffee machine. It's a little bit noisy when brewing but overall I am very happy with the purchase.	amazon.co.uk	5.0	2020-12-09	User Experience	Machine Performance	tiny
Great product As a long-time Lavazza fan, I love this little coffee machine. It doesn't take too much space on the kitchen counter, it is very easy to use and the coffee is delicious. It is a bit noisy, but nothing too extreme in my opinion. The machine comes with a box of 9 coffee pods in different blends, very useful if it's the first time trying the brand, as it allows to try the different options, before buying a box of pods	amazon.co.uk	5.0	2020-12-23	Coffee Quality, Design and Materials, User Experience	Machine Performance	tiny
"You won't regret buying this little treat I live alone and am a confirmed ""coffee-holic"". Up until now I've always relied on Lavazza's instant coffee from the Supermarket but have now ceded to family pressure and acquired ""Little Tiny"". She is already settling well into her new role here and is more than well on her way to establishing herself as my best friend , also very warm , sweet , and reliable. She greets me every morning and together we spend a very happy couple of hours together as the ""start of the day routines"" are attended to. Thank you Lavazza and Amazon Prime yet again you've done me proud !!"	amazon.co.uk	5.0	2020-12-16	Brand Awareness, Coffee Quality, Services and Logistics		tiny
Bargain Much more efficient than the older models and well worth the money.	amazon.co.uk	5.0	2020-12-29	Price & worth, Design and Materials		tiny
Use a small coffee cup then transfer to larger cup if you prefer long drink. Love this little machine so easy to use and clean.	amazon.co.uk	5.0	2021-01-03	User Experience		tiny
Love it!!!!! Very easy to use, the flavour of the coffee is very Tasty	amazon.co.uk	5.0	2021-01-06	Coffee Quality, User Experience		tiny
Ideal Very high coffee flavour	amazon.co.uk	5.0	2020-12-16	Coffee Quality		tiny
Good Good for the price	amazon.co.uk	5.0	2021-01-22	Price & worth		tiny
A compact item and does the job The coffee tastes good.	amazon.co.uk	5.0	2021-01-11	Coffee Quality		tiny
Easy to use & great coffee Good coffee machine easy to use and clean, & makes nice coffee	amazon.co.uk	5.0	2021-01-15	Coffee Quality, User Experience		tiny
Packs a Punch This is a great wee machine, if you want good quality coffee without mucking about. Very compact and easy to use. It's especially good that Lavazza - and others - sell compostable pods to use with it.	amazon.co.uk	5.0	2021-01-20	Coffee Quality, Design and Materials, User Experience, Capsules and Compatibility		tiny
Perfect This machine is cute, small, easy and efficient. I have never had such a good one! The coffee is amazing!	amazon.co.uk	5.0	2020-12-15	Coffee Quality, Design and Materials, User Experience		tiny
TINY Orange Taken with the discount, it does its duty, easy to use and clean. The cheapest of the Lavazza but the coffee makes it good anyway! Small size for a perfect coffee corner!	amazon.it	5.0	2020-12-05	Coffee Quality, Design and Materials, User Experience		tiny
simple to use bought as a replacement for one of the same brand and model. It was a gift but I think it works well.	amazon.it	5.0	2020-12-22	User Experience		tiny
Tremarella. Great coffee, only flaw, it shakes quite a bit.	amazon.it	4.0	2020-10-30		Maintenance and Durability	tiny
Excellent Excellent and easy to use	amazon.it	5.0	2020-11-19	User Experience		tiny
Great coffee machine Really top	amazon.it	5.0	2021-01-13	User Experience		tiny
Excellent Excellent	amazon.it	5.0	2020-11-15	User Experience		tiny
Perfect The machine is very easy to use. Yummy coffee soap. Aesthetically beautiful.	amazon.it	5.0	2020-12-12	Design and Materials, User Experience		tiny
Very nice coffee machine makes very good coffee!	amazon.fr	5.0	2021-01-19	Coffee Quality		tiny
Great easy to use	amazon.it	4.0	2020-12-09	User Experience		tiny
Good yes but nothing special Good as usual nothing spectacular spending a little more after this I aimed for the (didiesse frog) that one is spectacular!	amazon.it	5.0	2020-12-02	Coffee Quality		tiny
5 stars Perfect!	amazon.it	5.0	2020-12-05	User Experience		tiny
Essential but functional Nothing to complain about. It works with just one button. Press to turn it on, press again to let the coffee flow, press again to stop when it has come down as you want, press and hold again to turn it all off. Creamy coffee but I think it depends on the type (we use the blue Borbone). Recommended	amazon.it	5.0	2020-12-22	Design and Materials	Coffee Quality	tiny
Good value for money Great product makes a good coffee	amazon.it	5.0	2021-01-10	Coffee Quality		tiny
practicality Very practical	amazon.it	5.0	2020-11-28	User Experience		tiny
Excellent value for money Taken at 39 euros. Easy to use and clean, the only major flaw is the noise. It looks like a smarmittato 80's tractor. If you leave the cup underneath and turn it on with the vibrations, you will find it in Japan after 4 seconds! Overall for what I spent I am satisfied. Lavazza in flavor is a guarantee	amazon.it	5.0	2020-12-31	Brand Awareness, Coffee Quality, User Experience	Design and Materials, Machine Performance	tiny
Essential Essential, fast and compact. Satisfied	amazon.it	5.0	2020-11-24	Design and Materials, User Experience		tiny
No dose control Generally this is a lovely little machine and compares well with my precious machine, with one exception; it has no dose control. When I bought it I thought it had just the one setting, nope, it has none. If I don’t stand by it, it keeps filling the cup, making weaker coffee	lavazza.co.uk	4.0	2021-01-18	Design and Materials	Coffee Quality	tiny
Coffee on the fly Due to the extension of smart working, I looked for a small coffee machine, easy and quick to use and with a variety of pods to vary from the usual coffee. After various researches, I decided to take Lavazza a Modo Mio Tiny and I am very satisfied. The coffee is ready in 30 seconds and is hot at the right point and what can I say can vary from coffee, mocaccino, hazelnut, cappuccino, chocolate and more. Recommended.	amazon.it	5.0	2020-11-14	Coffee Quality, Design and Materials, User Experience, Capsules and Compatibility		tiny
Easy to use Great!	amazon.it	5.0	2020-12-01	User Experience		tiny
Too loud Great coffee, easy to use but so noisy! This is my third Lavazza machine I love the coffee but this Machine is way too loud. Buy the Jolie instead	lavazza.co.uk	3.0	2021-01-09	Coffee Quality, User Experience	Machine Performance	tiny
After 8 months of use it broke ... After 8 months of use 2 coffees a day no longer works ... We are really disappointed we don't know what we have to do .. After the replacement lasted 19 months a complete disappointment	amazon.it	1.0	2018-12-23		Maintenance and Durability	tiny
Lavazza This is the third one I've bought. Excellent machine for making espresso. Unfortunately, from experience I can say that they don't last more than two or three years at most, then for one reason or another it's better to buy a new one rather than have it repaired.	amazon.it	4.0	2020-12-06	User Experience		tiny
Coffee machines Excellent and functional	amazon.it	5.0	2020-11-14	Machine Performance, User Experience		tiny
Do not forget to put water ... with the residual steam ... and cleaning ... important ... srmpre Small machine, easy to use ... even children love to make coffee for their dad when he wakes up ... it has been a better gift lately ... and we love it ... Lavazza waffles excellent..we will order again ... they are already finished ... Delicious new discovery the ginseng ... excellent:face_blowing_a_kiss::face_blowing_a_kiss::face_blowing_a_kiss:	amazon.it	5.0	2020-12-05	Coffee Quality, User Experience		tiny
Fantastic !!! I am extremely satisfied Very nice coffee machine, discreet, and of excellent quality. Very easy to use. Unpretentious but efficient. Very strong plastics. A top quality product! I am thinking of buying another one for my B&B.	amazon.it	5.0	2020-11-26	Design and Materials, User Experience		tiny
For a friend of mine Bought for a friend of mine..she thinks it's beautiful. It makes an excellent coffee	amazon.it	5.0	2020-11-13	Coffee Quality		tiny
Hot and quick good coffee I had to buy a new coffee machine because my lavazza espria was no longer repairable and I decided to buy this one which costs less but nothing changes in terms of coffee quality. Fast delivery and always hot coffee, I recommend buying.	amazon.it	5.0	2020-11-30	Coffee Quality, Services and Logistics		tiny
EXCELLENT I'm really surprised! I love it! Excellent easy to use, small but makes a good coffee that is the bomb! 5 stars!!! :smiling_face_with_heart-eyes:	amazon.it	5.0	2020-11-13	Coffee Quality, Design and Materials, User Experience		tiny
I wouldn&#39;t buy it back It vibrates a lot when you make coffee so much that the cup doesn't stay still and risks falling, plus it dances the whole kitchen surface! moreover it only works with coffee pods, it does not make any other drink (no tea, no chamomile, no chocolate, etc.) I would not buy it again	amazon.it	3.0	2020-12-30		Maintenance and Durability, Capsules and Compatibility	tiny
Low quality Between home and office, in the last 15 years I will have collected a dozen Lavazza coffee machines and I couldn't help but notice that the more time passes, the more the quality of these machines deteriorates: not even 6 months and it is already to be thrown away. I will have to decide to buy a branded appliance, perhaps Italian rather than a further Chinese one, even if it is branded Lavazza.	amazon.it	1.0	2020-12-13		Maintenance and Durability	tiny
excellent excellent quality works well	amazon.it	5.0	2020-11-03	Machine Performance		tiny
"Excellent machine but ... (comparison with the small Crema e Gusto machine) In the past I had the small Crema e Gusto coffee machine that I had to change because it was leaking water from both the tank and the dispensing spout. The Lavazza machine is sturdy, a little deeper than Crema e Gusto and has a very large water tank that does not need to be removed to refill. This is a great advantage as the seal is not stressed and damage is avoided. It is overall bulkier than the small Crema e Gusto. It is very easy to clean and requires no maintenance. With one pod you make only one coffee, while with Crema e Gusto the second coffee, even if not for bars, can always be used. Lavazza pods cost significantly less, so they balance this point. Although I am a big user of Lavazza coffee (Crema e Gusto classico) with the traditional coffee machine, I found the quality of the electric one a bit disappointing. I tried the various essences provided by the machine (intensity 9) but they did not convince me. Now I use Crema e Gusto Classico (intensity 12/13) but I must say that I miss the ""Ardenzia"" pods of the Crema e Gusto machine which were really good. Amazon as always is unsurpassed in service."	amazon.it	5.0	2020-12-16	Maintenance and Durability, Design and Materials, Services and Logistics, User Experience	Maintenance and Durability	tiny
Good product Good product	amazon.it	5.0	2020-11-30	User Experience		tiny
Excessive vibration Great coffee. The only flaw, very noisy and vibrates too much during the function.	amazon.it	2.0	2020-12-07	Coffee Quality	Maintenance and Durability, Machine Performance	tiny
It could be better Practicality and speed of use. Very noisy and the coffee does not come out centrally, but to the side.	amazon.it	3.0	2020-11-28	User Experience	Machine Performance	tiny
Practice Lightweight, compact and nice to display in the kitchen. It makes a good coffee, then obviously it depends on the capsules you use, easy to clean and heats up quickly. Excellent value for money.	amazon.it	5.0	2020-11-01	Price & worth, Coffee Quality, Design and Materials, User Experience		tiny
Coffee always at the top The machine for those who want a quick and easy to use coffee, barley or similar. The flavor of the barley pods is not the best but it does its job without infamous and without praise.	amazon.it	5.0	2020-11-29	User Experience	Coffee Quality	tiny
Stopped working !! After 40 days of use the machine stopped working !! Contacted the seller repeatedly but ...? Silence press !! Bad guarantee !!	amazon.it	1.0	2020-12-28		Maintenance and Durability, Design and Materials, Services and Logistics	tiny
great car if you want to find fault, a little noisy	amazon.it	5.0	2020-11-22		Machine Performance	tiny
"Great product I state that I had one of the first models of the ""my way"" and I had a great time and it is still in operation .... I gave it to my parents for its ease of use and in fact they confirmed its ease. Excellent coffee and lavazza, in my opinion excellent. Straconsiglio also to those who do not have much space ... it is small, small and very pretty."	amazon.it	5.0	2020-11-24	Coffee Quality, Design and Materials, User Experience		tiny
Lavazza my way Easy to use, coffee like at the bar, perfect packaging, recommended	amazon.it	5.0	2020-11-25	Coffee Quality, Design and Materials, Services and Logistics, User Experience		tiny
Easy to use Excellent	amazon.it	5.0	2020-11-29	User Experience		tiny
Small and excellent. After completing all the steps, put the water in and only then plugged it in. Turned it on and waited for it to stop flashing and then it was steady. It made a coffee at the right temperature and excellent cream.	amazon.it	5.0	2020-11-15	Maintenance and Durability, Coffee Quality		tiny
Satisfied Satisfied with the purchase	amazon.it	5.0	2020-12-09	User Experience		tiny
Recommended Cute little bulky practice and makes great coffee	amazon.it	5.0	2020-11-28	Coffee Quality, Design and Materials, User Experience		tiny
Not lasting The product is good, but I returned it after 1 and a half years as it broke, too much water came out of the bottom tank. Thanks to the warranty managed by amazon I received full assistance	amazon.it	3.0	2020-11-13	Services and Logistics	Maintenance and Durability	tiny
Excellent, powerful It has a nice pump, the coffee comes out fast and cleans well. It requires little maintenance	amazon.it	5.0	2020-11-01	Maintenance and Durability, User Experience		tiny
excellent I already had a Lavazza, and I switched to another Lavazza of a smaller category, but the coffee comes out wonderfully, or at least how I and my whole family like it.	amazon.it	5.0	2020-10-30	Coffee Quality		tiny
Coffee does not come out hot enough The coffee does not come out hot enough	amazon.it	3.0	2020-11-27		Machine Performance	tiny
Excellent coffee machine One of the best coffee machines both in terms of quality and value for money. I recommend it to coffee lovers.	amazon.it	4.0	2020-12-01	Price & worth, Design and Materials		tiny
Low price, high performance Excellent value for money, small and compact. Noise is overlooked	amazon.it	5.0	2020-12-11	Machine Performance, Price & worth, Design and Materials		tiny
Not too satisfied Not fully satisfied	amazon.it	3.0	2020-11-11		User Experience	tiny
Very practical and fast in spite of the flavor Very fast, simple and that hardly messes up at all, does not splash and does practically everything by itself, just press the button ... too bad that the taste has nothing to do with bar quality coffee and also very distant from the pods in carta ... I recommend it to those who want an unpretentious machine that does not have much space available, for example in a seaside house or in a small office. I do not recommend for lovers of full-bodied coffee.	amazon.it	2.0	2021-01-19	Maintenance and Durability, Design and Materials, User Experience	Design and Materials, Coffee Quality, Machine Performance	tiny
Very good It is very beautiful and very practical.	amazon.de	3.0	2020-12-15	Design and Materials, User Experience		tiny
Disappointed I thought I was buying a good product but instead a bad buy, very noisy and vibrates so much that if I don't check it the cups fall from the base of the machine, a disaster.	amazon.it	1.0	2020-11-07		Maintenance and Durability, Machine Performance	tiny
Coffee machine Simple, small, practical	amazon.it	5.0	2021-01-02	Design and Materials, User Experience		tiny
My first practical, economic.	amazon.it	5.0	2020-12-07	Price & worth, User Experience		tiny
Noise It is very noisy ...	amazon.it	2.0	2020-12-04		Machine Performance	tiny
Nespresso coffee tastes better I bought this Lavazza AMODOMIO machine by reading the positive reviews, the high pressure of the boiler, and after having tasted the coffee, I can say without a shadow of a doubt that Nespresso is better, for example using the same Bourbon coffee capsules, on one and the other, Nespresso is creamier, tastier, there is little to do, I will not buy AMODOMIO machines again.	amazon.it	3.0	2021-01-14	Coffee Quality	Coffee Quality	tiny
Noisy Lavazza Nothing to say about the ease of use and the beauty of the machine but I would honestly have expected more from Lavazza. It is very noisy and vibrates all over when making coffee not that it doesn't have to vibrate the problem is that it does too much. For the rest, the coffee does it well and you can use compatible capsules like the ones I take from the Bourbon.	amazon.it	3.0	2020-12-12	Coffee Quality, Design and Materials, User Experience, Capsules and Compatibility	Brand Awareness, Machine Performance	tiny
Recommended Great machine I bought two and it works great	amazon.it	5.0	2020-11-17	Machine Performance, User Experience		tiny
Wow In addition to looking great in my kitchen, it is easy to use, to clean and above all the coffee is very good. What can I say I highly recommend it!	amazon.it	5.0	2020-11-07	Coffee Quality, Design and Materials, User Experience		tiny
I recommend buying it. Great machine, great coffee.	amazon.it	5.0	2020-12-06	Coffee Quality		tiny
A product that needs no introduction This is the second machine I buy, always the same model. As always I recommend it, for its ease of use, its reliability, and its low consumption.	amazon.it	5.0	2020-11-12	Design and Materials		tiny
A break that warms your heart It does its job I bought two of them	amazon.it	5.0	2020-11-17	Machine Performance		tiny
ok little one, the coffee is good	amazon.it	5.0	2020-11-06	Coffee Quality, Design and Materials		tiny
Excellent coffee machine.	amazon.it	5.0	2020-11-23	User Experience		tiny
Christmas gift I bought this coffee maker for my parents for Christmas and they were really happy because it works so easy, the coffee has an intense flavor. They only complained that the pods have to be removed one by one while making the coffees but it is personal taste. Excellent delivery, friendly and helpful dealer (he changed my delivery address after sending by contacting the courier personally and despite this the package arrived on time). Advice.	amazon.it	5.0	2021-01-08	Coffee Quality, User Experience, Services and Logistics		tiny
I'm satisfied, it's an extremely simple machine, compact and can be placed anywhere, it makes good coffee (even if the very first Lavazza mini remains in my opinion unbeatable). It seems like a good purchase to me, also considering the price	amazon.it	4.0	2020-11-18	Price & worth, Coffee Quality, Design and Materials, User Experience		tiny
highly recommended the product looks like in the picture. practical and handy.	amazon.it	5.0	2020-12-06	User Experience	Services and Logistics	tiny
Simple and functional Good product. Very simple, but does its job very well	amazon.it	5.0	2020-11-14	User Experience		tiny
Great buy Great buy ... easy to use	amazon.it	5.0	2020-12-30	User Experience		tiny
Recommended Good coffee, quick to heat up.	amazon.it	5.0	2020-11-30	Coffee Quality, User Experience		tiny
There are good Italian capsules. Coffee tastes particularly good to my husband. I don't generally like these machines, but my husband really wanted one. He is thrilled. The coffee (although not from the original brand but original Italian capsules) tastes particularly good to him. I deduct 1 point for the cheap construction. In fact, the coffee machine looks really like a toy.	amazon.de	4.0	2021-01-23	Coffee Quality, Design and Materials		tiny
Compact and practical Purchased at a great price here on Amazon, it is very easy to use and has a minimal aesthetic. The coffee is excellent and does not give problems even with compatible capsules (eg Bourbon). Advice.	amazon.it	5.0	2021-01-15	Price & worth, User Experience, Design and Materials, Coffee Quality, Capsules and Compatibility		tiny
Bad warranty product assistance After a few months of use, I sent the coffee machine still under warranty for service. It was supposed to arrive this week, but it hasn't arrived yet. In addition, I had to make several complaints just to ask for the machine to be fixed at home. Bad experience!	amazon.it	1.0	2020-12-01	Maintenance and Durability, User Experience	Maintenance and Durability, Services and Logistics	tiny
Beautiful Compact	amazon.it	5.0	2020-11-19	Design and Materials		tiny
Works well It is beautiful and works well	amazon.it	4.0	2021-01-05	Design and Materials		tiny
PRODUCT UNDER WARRANTY DOES NOT WORK GOOD MORNING, THE COFFEE MACHINE WAS PURCHASED ON 04/22/2020, UNFORTUNATELY IT IS NO LONGER WORKING FOR A FEW DAYS, WE HAVE CARRIED OUT ALL THE PROCEDURES INDICATED IN THE INSTRUCTION MANUAL BUT THE PROBLEM HAS NOT BEEN RESOLVED, THE POWER LIGHT CONTINUES TO FLASH INITERROTLY, AND THERE IS NO POSSIBILITY TO UNLOCK IT! AS THE MACHINE IS UNDER WARRANTY LET US KNOW HOW WE SHOULD PROCEED!	amazon.it	1.0	2021-01-14	User Experience	Maintenance and Durability	tiny
Great All in my expectations	amazon.it	5.0	2021-01-24	User Experience		tiny
Not even! Nothing to do with the pod coffee machine and definitely also below the average of the capsule ones, strength its ease of use depends on the fact that it is too basic. It didn't satisfy me	amazon.it	2.0	2020-11-20	User Experience	User Experience	tiny
Great buy Very practical, intuitive ... I'm satisfied	amazon.it	5.0	2021-01-07	User Experience		tiny
Single use Pretty and functional. Little footprint. The only flaw is that if it does not rest on a completely flat surface it moves a little. Good quality / price (taken on offer).	amazon.it	4.0	2021-01-09	Price & worth, Design and Materials		tiny
Beautiful to keep on display Excellent product small to keep in the kitchen assortment of pod flavours also compatible and economical ones can be found	amazon.it	5.0	2020-11-24	Design and Materials, Capsules and Compatibility		tiny
Good product It is a good product. Simple to use and the capsules can be used in multiple brands	amazon.it	5.0	2021-01-24	User Experience, Capsules and Compatibility		tiny
... Excellent for a good coffee ... Very easy to use, beautiful and effective for a good Lavazza.	amazon.it	5.0	2020-11-17	Brand Awareness, Design and Materials, User Experience		tiny
Good price Good price and performance, nice and compact	amazon.it	4.0	2020-12-30	Price & worth, Design and Materials		tiny
Ok Great product	amazon.it	5.0	2020-11-17	User Experience		tiny
THE COFFEE MACHINE I WAS LOOKING FOR! I absolutely recommend it SIMPLY GORGEOUS!!! IT'S EASY TO USE, VERY SMALL AND VERY BEAUTIFUL. THE TASTE OF COFFEE IS BETTER THAN THAT OF THE BAR ALSO BECAUSE IT COMES REALLY HOT. I absolutely recommend it. GREAT PURCHASE :smiling_face_with_smiling_eyes:	amazon.it	5.0	2020-12-04	Coffee Quality, Design and Materials, User Experience		tiny
Lavazza 18000173 a Modo Mio Tiny Coffee Machine, 1450 W, 0.75 Liters, Black Excellent product!!! I would buy it again. Fast shipping as always.	amazon.it	5.0	2020-12-16	Services and Logistics		tiny
BASIC ESPRESSO COFFEE MACHINE If you are looking for an espresso coffee machine that takes up very little space, simple, easy to clean and also elegant, this product is for you. Sufficiently large water tank, you can adjust the quantity of coffee manually simply by pressing the ignition button. Very little time, a few seconds, to be ready. Automatic shutdown. Excellent value for money. Delighted with the purchase. Highly recommended.	amazon.it	5.0	2020-11-20	Price & worth, Maintenance and Durability, Design and Materials, User Experience	User Experience	tiny
Compact and functional Very compact, elegant and functional machine. Tank with good water capacity. It has no pods collection tray. It takes about 30 seconds for use. Very easy to clean, it produces some vibrations when dispensing, this causes the cup to move on the special support. With a small border, they would have solved the problem. Bought as used refurbished, like new. Positive judgment, I recommend.	amazon.it	5.0	2020-12-06	Maintenance and Durability, Design and Materials, User Experience	Maintenance and Durability, User Experience, Capsules and Compatibility	tiny
Great car We had some problems, between delivery and refunds etc ... In the end we succeeded! Excellent coffee machine then with compatible roasting pods, coffee comes out a wonder!	amazon.it	5.0	2020-12-30	Capsules and Compatibility	Services and Logistics	tiny
Fabulous Fabulous, it has no rivals	amazon.it	5.0	2020-11-09	User Experience		tiny
Perfect Perfect	amazon.it	5.0	2020-11-24	User Experience		tiny
Great Good machine, compact and silent, high coffee temperature, excellent product	amazon.it	5.0	2020-12-22	Machine Performance, Design and Materials		tiny
"Lavezza means quality! I have always used Lavazza coffee machines. Simple to use, it has a very attractive design and fits perfectly on the kitchen counter. The coffee is excellent, however I recommend leaving it on for a few minutes so that the machine heats up. Very easy to clean, even the components that collect the water residue that you have while making coffee. A Modo Mio is a ""must"" for coffee pods."	amazon.it	5.0	2020-11-07	Coffee Quality, Design and Materials, User Experience		tiny
Nice car Great coffee machine, works very well. Too bad having to remove the used pod every time, there is not even a small tank for used pods. The compact structure would probably have suffered.	amazon.it	4.0	2020-10-30	Machine Performance, User Experience	Design and Materials, Capsules and Compatibility	tiny
Great machine, bad buy I already knew the machine and it is a good product. Sold by Monckick and shipped by Amazon. The shipment took place in a very short time, but the delivery decidedly beyond the estimated times (carrier Poste Italiane) so much so that I gave up and got a refund very quickly.	amazon.it	3.0	2020-12-26	User Experience, Services and Logistics	Services and Logistics	tiny
Unpleasant coffee I took this product certain of having a quality coffee since I have used it before. Evidently it was because it was a previous edition of a coffee machine in my own way, the one with the side knob so to speak. This coffee machine I bought makes a very unpleasant coffee, I asked to change it but the seller did not answer. SO ATTENTION: those who care to get a decent coffee DO NOT BUY this product.	amazon.it	1.0	2020-11-04	Coffee Quality	Coffee Quality, Services and Logistics	tiny
I can't find any flaws Even if I wanted to be mean, I can't find any flaws... It's cheap, it does its job, it can be cleaned quickly and it doesn't alter the flavor of the coffee. What more could you ask for?	amazon.it	5.0	2020-12-12	Price & worth, Maintenance and Durability, User Experience		tiny
I recommend the purchase !!!! I recommend both the purchase and the seller. We are fond of Lavazza machines, they work great with both the original pods and compatible ones. The last one lasted 7 years, then due to the limestone he abandoned us. We went from Jolie to Tiny, just to change style, but we are sure of the quality. I recommend this seller. We received the machine in excellent condition, well packaged, protected and well in advance of the delivery date. Excellent. I recommend to everyone !!!!	amazon.it	5.0	2020-11-23	Design and Materials		tiny
Excellent Coffee Practical coffee machine, modest in size. Excellent coffee.	amazon.it	5.0	2020-11-17	Coffee Quality, Design and Materials, User Experience		tiny
Perfect Small and cute, very easy to use. Very happy!	amazon.it	5.0	2020-11-28	Design and Materials, User Experience		tiny
Super recommended. It is the second that I buy and I must say that the product is really excellent and valid for the selling price. Very easy to use and maintain. I personally add bottled water because I had previous experience that due to calcareous water and my inexperience of not doing a special descaling wash every now and then I had to replace the machine because it broke. Really compact and space-saving for those like me who have little space on the kitchen counter!	amazon.it	5.0	2020-11-22	Price & worth, Maintenance and Durability, Design and Materials, User Experience		tiny
Coffee like at the bar Excellent product quality price precise delivery as always and corresponds to the seller's description	amazon.it	5.0	2020-12-19	Price & worth, Services and Logistics		tiny
Fast delivery, intact packaging. Great to keep in the studio or on guard, when you really want a good coffee. The taste of the coffee is excellent.	amazon.it	5.0	2020-12-17	Coffee Quality		tiny
Satisfied Simple and perfect	amazon.it	5.0	2020-11-03	User Experience		tiny
Good Aesthetically, as a coffee machine, nothing can be said, as the quality of the coffee is not optimal but still acceptable. 4 stars is the right compromise	amazon.it	4.0	2021-01-08	Coffee Quality		tiny
Great product Simple and intuitive. Small in space. Great coffee.	amazon.it	5.0	2020-11-08	Coffee Quality, Design and Materials, User Experience		tiny
GOOD MACHINE EXCELLENT QUALITY/PRICE RATIO	amazon.it	5.0	2020-11-03	Price & worth		tiny
I recommend buying Space-saving and easy to use. It vibrates a little, but acceptable. Advice	amazon.it	4.0	2020-11-10	Design and Materials, User Experience	Maintenance and Durability	tiny
Ok Ok	amazon.it	5.0	2020-11-10	User Experience		tiny
Long live the coffee Great coffee machine. I was waiting anxiously for it to get a good coffee again	amazon.it	5.0	2020-11-05	User Experience	Coffee Quality	tiny
Good coffee Excellent machine, makes a bar-quality extraction. Very practical, very little bulky and above all there are a lot of compatible pods. Recommended	amazon.it	5.0	2020-11-12	Design and Materials, Machine Performance, User Experience, Capsules and Compatibility		tiny
Lavazza modo mio For daily family use it is perfect.	amazon.it	5.0	2020-11-09	User Experience		tiny
Excellent Easy to use and clean and the coffee comes out perfect. Ah..I forgot...it cost less than physical stores...Now I can't do without Amazon anymore	amazon.it	5.0	2020-11-14	Price & worth, Coffee Quality, Services and Logistics, User Experience		tiny
It works well, small and does its job	amazon.it	5.0	2020-11-13	Design and Materials		tiny
Great purchase Arrived with perfect packaging Machine in perfect working order	amazon.it	5.0	2020-11-05	Services and Logistics		tiny
Excellent. Excellent coffee every time but it is a lot noiser than my older version of the same machine that recently died.	ao.com	5.0	2021-02-23			tiny
Coffee love Love this product. It is the perfect size for me and perfect for my morning coffee.	ao.com	5.0	2021-02-14	Design and Materials		tiny
Highly recommended Nice product, quick delivery e good material.	ao.com	4.0	2021-02-11	Services and Logistics		tiny
Fantastic little coffee machine Fantastic little coffee machine. Looks very stylish, easy to use, good value and the coffee tastes great!	ao.com	5.0	2021-02-07	Coffee Quality, Design and Materials, User Experience		tiny
Machine a café lavazza modo mio Great coffee machine, I already knew this brand very well, and they have always made very good machines and also very good coffee, hard to find in supermarkets, but on the internet it is very easy!!! So satisfied with my purchase!!!	cdiscount.com	4.0	2021-01-24	Coffee Quality, User Experience, Capsules and Compatibility		tiny
La genialità Practical, fast and efficient. The tasting for the personal choice of the capsules according to the tastes is an excellent idea.	lavazza.it	5.0	2021-02-06	Coffee Quality, User Experience, Capsules and Compatibility		tiny
